repetition,price_cost,physical_size,content,payment_process,payment_method,reputation,fulfillment,transaction_scale,market_concentration,market_reach,seller_geography,marketing
10,0.09445170650309784,0.016205042290742166,0.015016928466063569,-0.01082493579543975,0.007276690623285116,0.0,0.02973443718936268,0.23086384307844748,0.020027758631333253,0.08533451107415413,0.010263638463830863,0.015125877554355512
11,0.09855611907293345,0.012634002685443053,0.010856061196961874,0.0,0.008180041621515312,0.0,0.028245448315371183,0.22960694590191097,0.020461892264039664,0.08609223614846086,0.010255572484724466,0.015722907874482474
12,0.09663957750950179,0.014126124306642184,0.017906031847862384,0.00017530388069672976,0.007742703283206378,-0.002329444635310218,0.029435557872432763,0.23199601335134457,0.020252075697243202,0.08653234416416757,0.010561831036210268,0.014103490724075662
13,0.09462788088116966,0.014439843219056728,0.01696201057083951,-0.0027613465953383568,0.0076526084646049135,0.0,0.02857266974542339,0.2305121734211384,0.025193817620914362,0.08587648732924491,0.010263715213599627,0.01577445510817793
14,0.09669501816828917,0.015088880382084082,0.013514112940169942,-0.00193235129157019,0.005311621193185514,-0.0032830855100121677,0.027189380720253335,0.2325893429787423,0.022531628160386133,0.07581925536493694,0.010008264358627287,0.015087834255626308
15,0.0959716992747895,0.012355488342164997,0.017062960219811903,-0.003608365567521081,0.004570245285598447,0.0,0.029507198628602703,0.23539779523269336,0.02534026540850598,0.08627295946208448,0.006458481974670253,0.01576416979375864
16,0.09728174468442431,0.015193500906266554,0.017723369853968704,-0.0030989478176444984,0.008062284004111327,-0.005289010907214362,0.024864246337364372,0.22654891293587623,0.019619610893877485,0.07448571466834394,0.009924553121502092,0.015445046520549417
17,0.0889554784759117,0.015181475044305514,0.014296283043161702,-0.0022868978114103915,0.007049900630260918,-0.007432868565012742,0.029872789246165536,0.2336443919695597,0.0224216340410001,0.0840932196375782,0.010394262193200266,0.015687758432418347
18,0.09673466084336887,0.014612576250503516,0.015670525293173525,0.0010322010553900083,-0.00010613017293276648,-0.0008558293040093187,0.028214079342267266,0.22655182074426367,0.022676549424431522,0.07833091858668263,0.006027016787831712,0.015715144601756593
19,0.09690467576440676,0.01622782666679142,0.017256981815481843,-0.0031512373343776418,0.006810965838633468,-0.0029722223302325657,0.027499779524676037,0.22021556239172108,0.020995474911122382,0.074597490885557,0.009997422677284453,0.01593285522225984
20,0.09535096801880528,0.016169641375462812,0.016821087961194452,-0.0011371888333234677,0.00777140310018728,-0.0024443021310717374,0.02970937146462456,0.22890676826685963,0.017820188424184334,0.07858844646714258,0.008843337626492604,0.006212656965036305
21,0.0982885981629492,0.007274880334854924,0.014834702355273233,0.0,0.006576629355373955,-0.00021418420339446194,0.022993503301676856,0.23376537017818205,0.02255709019335164,0.0797459623296951,0.011041158995153226,0.015468741173769852
22,0.0895164264416041,0.008839545661574643,0.01481454545294876,0.0,0.0076948690683007505,-0.008783617828245728,0.02991129694020147,0.22921483067326723,0.024295590948727373,0.08602717487533962,0.009354884870597735,0.01584610759931698
23,0.09442769488320978,0.009723529797386724,0.01335223539499566,-0.005224151885779026,0.0093348162762409,0.0,0.029257577288023237,0.22972371949202486,0.024061270240982167,0.08103474297752408,0.001033489010765904,0.013022629781970246
24,0.09511617267143467,0.009359593951606624,0.015479767518802083,-0.0030373947663026794,0.009048444355046878,0.0,0.029797605963160567,0.2268392109490654,0.022567015408850755,0.07930894390774729,0.0053191887342151755,0.01582694239789625
25,0.09535527922860779,0.011447593799751667,0.017911255421836504,-0.0034206428288203823,0.0050918522094263365,0.0,0.02452972252137854,0.22654119684579235,0.010676971614737536,0.0713093643697087,0.009845596979719257,0.015467401508233515
26,0.09706586227650929,0.0158671968394285,0.01781267039158147,-0.002798459141723816,0.0023976638819014273,0.0,0.02689841284391369,0.21910324779043605,0.01737094270369576,0.06028129672191522,0.010357027971766979,0.015686572560793303
27,0.096176125776532,0.013039083542028426,0.0176312869401454,-0.0021590266303979063,0.002788947410090869,-0.00046833218817145917,0.026854727545437926,0.23174545461880622,0.025334308576350356,0.08826213354510751,0.01044145487027147,0.01552110687232623
28,0.09427998358552458,0.016270235987244475,0.016916103151572905,0.0006376105212929324,0.008117706899937004,-0.003397577764983685,0.02378560593712895,0.2268916674126881,0.009552212970044988,0.06760253268101363,0.005727182203983424,0.010068334193837007
29,0.09347365125031735,0.01602843891935641,0.01562144739831599,-0.010969709315284338,0.007516357503116994,-0.0010943028584014405,0.0279417988942455,0.23164401411165547,0.024568470222318763,0.08727886002939339,0.010059458185482657,0.015695123501313833
30,0.09703754471810004,0.014735505750599157,0.011432416177706978,-0.005601938783587542,0.008890638574509778,-0.0028793224192534203,0.030194645700321796,0.23109597357069242,0.01788846523294437,0.08588691123618224,0.010180396992006001,0.01556133295821931
31,0.0931704422657271,0.012549845623748397,0.017741970326698508,0.00016464419170306985,0.004809217935914333,-0.0019082379085348287,0.02932029167565839,0.22850398831030252,0.02441396205295837,0.08658370064380892,0.009876893932674694,0.0157654009812243
32,0.09747002710127049,0.014281870657301212,0.01777289867569232,-0.0071499952679180195,0.0034330613235043547,0.0,0.028827375843042506,0.2262761393584924,0.023579226578507563,0.08572886001019393,0.010344343344678117,0.015860740672812138
33,0.09711194006184921,0.014188262822190201,0.017186428331146572,-0.0003360546793080921,0.007442718540026213,0.0,0.029761043366292473,0.22970025076232756,0.022153915273157822,0.07456930610928603,0.010406965078385686,0.014531266160273375
34,0.09895845154666887,0.015290999458526938,0.012006197554223969,4.4041407036649795e-05,0.008354590840466273,0.0,0.025995411900074247,0.2316429825591498,0.023084612994300424,0.0792375956694948,0.010374041161290816,0.015693658270319634
35,0.09623914474727664,0.014749429433791785,0.011491637243549613,-0.00919244762971215,0.0062713179395755166,0.0,0.02894230105660907,0.2347318108147025,0.0252697921880632,0.08795360995172669,0.010577710563492798,0.015734603849391553
36,0.0886591856382384,0.014715757512824296,0.016485071736191983,-0.0009946458709820536,0.004299125672527958,0.0,0.027204881632622073,0.2270028449408277,0.02020927215781982,0.06301118395852841,0.009577645034232583,0.009178758953858654
37,0.09456658659601569,0.016003641201957415,0.017808198630973535,-0.00820686286816447,0.00773272794731801,0.0,0.029349106652683064,0.22064534432258698,0.017079949248021052,0.0828717849840617,0.01028597269590814,0.0124631466396064
38,0.0967466276123459,0.015995703107833537,0.01389304976320346,0.00014085703713678067,0.007770595309573652,0.0,0.02421061112772561,0.2334720787859418,0.02492004790683803,0.08746690262803677,0.009873486162392364,0.0157127655239075
39,0.0956205167844017,0.014878627568832063,0.01376486691183971,0.00014915696915526023,0.007983175760340805,0.0,0.022248607998240494,0.23185803717440082,0.02448024915590746,0.0869870526446855,0.009556207507851692,0.006724847189608411
40,0.09738713434356913,0.014682722071680535,0.016313891986161837,-0.003129242045593591,0.005631397425981704,0.0,0.017763198195032325,0.22924255367279753,0.01643615541230753,0.08484066608537458,0.011555105297126344,0.014754579652681739
41,0.09853298442261053,0.0018919758746745539,0.017541748406947506,0.00010628846686718267,0.00587081934775327,-0.0016320351257380536,0.028336687688974106,0.22276510145107897,0.022823842814284692,0.08180175249798385,0.005949029849724721,0.015008133366325702
42,0.09201561801140984,0.011388052259939425,0.013881041631544043,0.00019297008835135172,0.005811847820283617,0.0,0.029403706504099777,0.2297160470899205,0.023010794542592052,0.07924370925623117,0.010419414807614658,0.016002081103915235
43,0.09462337779253038,0.010493046781655108,0.01663328478087631,0.0002627897600821732,0.007000579308603608,-0.0005583831995242979,0.024213283795969737,0.2291973462842758,0.02452396254757199,0.08006974957164466,0.009969534539252204,0.016247043427440877
44,0.09621073338822912,0.015631861063832384,0.01790197004000272,0.0,0.007069346282077079,0.0,0.029572607953381142,0.2280286473734649,0.021863347553412425,0.08329652982492623,0.010271973807069755,0.00729681141397636
45,0.09614608487525969,0.014897097316970429,0.015296427379796357,-0.0013866972804611403,0.008846622158655311,0.0,0.0224385681320717,0.22892105528674436,0.022918209435190715,0.07999950081467136,0.010591015634879096,0.016005822878356116
46,0.09683378155588371,0.016367135134152635,0.01786263881667828,0.0,0.007945956447227603,0.0,0.02806192753417321,0.2248068788859301,0.009843809591634745,0.08184544547015588,0.010057144757038576,0.015560901282304468
47,0.09318009553227569,0.016150043983065535,0.008949486800215917,-0.001474162740867284,0.006972367907019073,0.0,0.028603219389500008,0.23192489276787795,0.022587799490037724,0.07176165605461535,0.008953244341436826,0.01587789724477758
48,0.09677850497753268,0.013323325205014065,0.01702910661315384,-0.0032853950348366613,0.009168280573620584,0.0,0.029072176459036515,0.2350745369251381,0.025268578561778096,0.08799600572420879,0.006577811232063834,0.013011784708315415
49,0.09114738703903545,0.015775608324947833,0.012184801101859962,0.0009051543065325589,0.004353625220741876,0.0,0.029898181786748506,0.22172132677906728,0.02283843621737827,0.082499934939657,0.0027675135531366963,0.015904232342342384
50,0.09558016849042711,0.015746629010353803,0.01758000618803395,-0.00609295470456931,0.007350288054273011,0.0,0.029816259637600293,0.21739072822496677,0.022858318542294052,0.08283027331667371,0.006466853608769339,0.014985814334817632
51,0.09791396303176811,0.01611400627014803,0.01768218617043184,0.0,0.0006777743706907584,0.0,0.016368627733440215,0.23046110053447302,0.01732187751572966,0.07015415659789631,0.011193769466961935,0.010413240864823077
52,0.09558036659473952,0.009966849790173494,0.015452032949564199,-0.006696468920183515,0.009469712816185432,0.0,0.025424973548535762,0.22575941299349347,0.023406606249588527,0.08399090318169695,0.00805132211462426,0.015658398003231783
53,0.09243262490318993,0.010512857069500567,0.01795063971561268,-0.0037472559579442887,0.00878311395150172,0.0,0.02657502836204958,0.22753439435467804,0.016266630094772104,0.08131355868700593,0.005377251389174887,0.01565285712435693
54,0.09546953768479474,0.015443779531323304,0.013370425806051868,0.0,0.0075264671943933315,-0.0009090738876692307,0.027377344252206275,0.2246532437645399,0.02360662188924491,0.08516591197050973,0.010290137357731422,0.015711130471299517
55,0.09682681018761694,0.013454521178248021,0.01780919821023276,-0.0006768207095684031,0.008913821087922312,0.0,0.023443438842164176,0.2308385390260252,0.023979381000395546,0.08303653897148822,0.01051966127154685,0.015235254572892912
56,0.096621936479718,0.016160884943365962,0.017586858000552062,-0.0025492310453118267,0.008324190410567442,0.0,0.02987376394885123,0.22991319114753075,0.023582842569159712,0.08227221159414186,0.002611861952309855,0.015123197081776948
57,0.09650633533413347,0.008947477247040937,0.016905114780878177,0.0012302454584624432,0.0037229025455116373,0.0,0.027073335860942994,0.23517358585645481,0.025021089294031892,0.08785087343495598,0.01008484264946633,0.015819652822061363
58,0.09244039974459733,0.013262678335452274,0.017103185244843454,0.0006800496907079054,0.006962765778814779,0.0,0.02995367018659688,0.23049064692324223,0.022605452272866172,0.07906971356749398,0.010155545788263947,0.015730632851925587
59,0.09582500951810877,0.01633456512190316,0.01783765919975373,-0.0028307045396029594,0.00871102159646624,0.0,0.024812023458307953,0.2332956702366902,0.025205740964132802,0.08425335913058749,0.009690591680646909,0.015544894391832162
