method,q,alpha_kn,feature,label_zh,mean_w,positive_w_rate,selection_frequency,mean_evalue,selected_ebh
grip2_style_pairwise_mlp,0.3,0.15,order_count,成交订单数,0.850135326385498,1.0,1.0,19.762500762939453,True
grip2_style_pairwise_mlp,0.3,0.15,category_count,活跃品类数,0.2546491026878357,0.95,0.7,12.787500381469727,True
grip2_style_pairwise_mlp,0.3,0.15,unique_customer_count,独立顾客数,1.0055878162384033,1.0,1.0,19.762500762939453,True
grip2_style_pairwise_mlp,0.3,0.15,buyer_state_diversity,买家州数量,0.1710776388645172,1.0,0.7,11.237499237060547,True
grip2_style_pairwise_mlp,0.3,0.15,dominant_customer_state_share,第一大买家州占比,0.18208615481853485,1.0,0.7,12.012499809265137,True
grip2_style_pairwise_mlp,0.3,0.15,interstate_ratio,跨州交易占比,-0.02453482523560524,0.35,0.1,0.904166579246521,False
grip2_style_pairwise_mlp,0.3,0.15,avg_distance_km,平均卖家-买家距离,0.012067442759871483,0.45,0.05,0.38749998807907104,False
grip2_style_pairwise_mlp,0.3,0.15,seller_state_frequency,卖家所在州频率,0.2581738829612732,1.0,0.75,13.562501907348633,True
grip2_style_pairwise_mlp,0.3,0.15,marketing_origin_frequency,营销来源频率,-0.03477845340967178,0.4,0.15,1.808333158493042,False
grip2_style_pairwise_mlp,0.3,0.15,has_marketing_deal,是否匹配营销成交线索,0.12111987173557281,0.8,0.4,5.8125,False
