repetition,price_cost,physical_size,content,payment_process,payment_method,reputation,fulfillment,transaction_scale,market_concentration,market_reach,seller_geography,marketing
48,0.14674489323785248,0.014767530259645879,0.01660838072876597,0.009606689459119234,-0.0016361613421402889,0.0015633183321590563,0.06017465806840458,0.25254345681122486,0.010612673330929766,0.10540847195550108,0.015725410620962527,-0.0006049654834622213
49,0.13512363277023545,0.008914975518745066,0.01102833462073465,0.0013779717052833955,0.006424856464379311,0.0026960567665496784,0.057129367931578724,0.23958146097108873,0.005192613871123117,0.08376410644825168,0.01103227134746173,-0.0029910147303174417
50,0.1378860670966447,0.008824461786092672,0.022998928855512774,-0.001881227038991077,0.006205309493070355,0.001687364002039572,0.052405629519131317,0.2472478482972228,0.01110346774912843,0.10396275458665487,0.016153278141348957,0.001959178796741306
51,0.14524777467934602,0.00803676330648409,0.023265604807761974,0.0009072208682557661,0.007110538755155109,-0.007067663779679522,0.05311472247461139,0.23062611664240126,0.002195745633659784,0.08361895066175577,0.008116460089910633,-0.0009387691073958608
52,0.13894461604382272,0.009866788568384039,0.015486395736073336,0.0009375066889756797,-0.001475141960078006,0.002022776926087128,0.05331840988744286,0.24348581528934923,0.0061063421216772775,0.07624469335368039,0.014336367254511725,-0.004840622474752768
53,0.14206309934280245,0.012466136473773924,0.021335933942952925,0.0040515341859064065,-0.0012727604585082899,-0.0006270970682496304,0.06112010233990729,0.2293563782831937,0.009612365748660291,0.0878579826865656,0.01252667256517631,-0.004909870687148149
54,0.1325934592435624,0.01442202125218136,0.016761832102040214,0.00016505844414719563,0.00444684091037161,0.0023279373188982164,0.056935556329746985,0.2525344678249468,0.010162779404421007,0.10255795689945385,0.011752948105058145,-0.004686020138829856
55,0.14795961610646977,0.009508630569726754,0.018458250777506537,0.00638652510426167,0.006148911675506597,0.0019168729893602073,0.057072249730438625,0.23279726121623334,-0.001652612679330502,0.09386292854495545,0.015712412212135648,0.0016039480695315012
56,0.14461122551517067,0.010358925610785066,0.024641000194022496,0.00910355567347086,0.004809089060183981,0.0005615591762658839,0.06228575045758508,0.25158619942868965,0.005037354204533428,0.09697727382873624,0.013869387540547874,0.002203393765651852
57,0.14523295948210202,0.01092162609619573,0.024903644140651292,0.007377786217353522,-0.003388923109338195,2.804180663914949e-06,0.05496953274664752,0.2333865028648742,-0.010813363803448427,0.08905002724363231,0.01533093989030989,-0.0035389307403133337
58,0.15098749831413796,0.010336982883962856,0.026615102507999193,-0.0033470409046497153,0.0025821592137836424,0.0015200109460543141,0.049612505132258664,0.25580417818275053,0.009793496830177783,0.10599682805157656,0.016242661474586546,-0.004852229506852953
59,0.14598299035922746,0.011511102520332871,0.023022276211216212,0.008939795573368402,0.007342677462239391,-0.005434025593927709,0.04881699592030299,0.23982715421949044,0.004079009780756412,0.09856314362614113,0.008972764956137804,-7.696385948417544e-05
