method,q,alpha_kn,feature,label_zh,mean_w,positive_w_rate,selection_frequency,mean_evalue,selected_ebh
grip2_style_pairwise_mlp,0.3,0.15,avg_product_length_cm,平均商品长度,-0.06664293259382248,0.1,0.0,0.0,False
grip2_style_pairwise_mlp,0.3,0.15,avg_product_height_cm,平均商品高度,0.04627208784222603,0.65,0.25,3.875,False
grip2_style_pairwise_mlp,0.3,0.15,avg_product_width_cm,平均商品宽度,0.08303287625312805,0.8,0.3,7.233333587646484,False
grip2_style_pairwise_mlp,0.3,0.15,avg_product_photos_qty,平均商品图片数,0.06389836221933365,0.7,0.35,7.75,False
grip2_style_pairwise_mlp,0.3,0.15,avg_product_name_length,平均商品标题长度,0.22565555572509766,1.0,0.65,16.274999618530273,False
grip2_style_pairwise_mlp,0.3,0.15,avg_product_description_length,平均商品描述长度,0.07235760986804962,0.85,0.25,4.65000057220459,False
grip2_style_pairwise_mlp,0.3,0.15,avg_payment_installments,平均支付分期期数,-0.026153892278671265,0.45,0.0,0.0,False
grip2_style_pairwise_mlp,0.3,0.15,avg_payment_sequential,平均支付序列数,0.0882754996418953,0.8,0.35,8.008333206176758,False
grip2_style_pairwise_mlp,0.3,0.15,credit_card_ratio,信用卡支付占比,-0.03673971816897392,0.2,0.0,0.0,False
grip2_style_pairwise_mlp,0.3,0.15,boleto_ratio,Boleto支付占比,0.0051391213200986385,0.4,0.1,1.0333333015441895,False
grip2_style_pairwise_mlp,0.3,0.15,voucher_ratio,代金券支付占比,0.006038075778633356,0.55,0.1,2.066666603088379,False
grip2_style_pairwise_mlp,0.3,0.15,debit_card_ratio,借记卡支付占比,0.03853482007980347,0.6,0.25,4.650000095367432,False
grip2_style_pairwise_mlp,0.3,0.15,avg_review_score,平均评价得分,0.036576755344867706,0.65,0.2,3.0999999046325684,False
grip2_style_pairwise_mlp,0.3,0.15,avg_delivery_days,平均下单至送达天数,0.02126717008650303,0.65,0.05,0.7749999761581421,False
grip2_style_pairwise_mlp,0.3,0.15,avg_approval_days,平均下单至审核天数,-0.015859346836805344,0.3,0.0,0.0,False
grip2_style_pairwise_mlp,0.3,0.15,avg_ship_days,平均审核至承运天数,0.34501656889915466,1.0,0.85,22.475000381469727,True
grip2_style_pairwise_mlp,0.3,0.15,avg_estimate_gap_days,平均预计提前送达天数,0.09833373129367828,0.9,0.25,5.941666603088379,False
grip2_style_pairwise_mlp,0.3,0.15,item_count,成交件数,0.23497328162193298,1.0,0.85,22.475000381469727,True
grip2_style_pairwise_mlp,0.3,0.15,order_count,成交订单数,0.25022920966148376,1.0,0.85,22.475000381469727,True
grip2_style_pairwise_mlp,0.3,0.15,category_count,活跃品类数,0.05698208883404732,0.7,0.2,3.0999999046325684,False
grip2_style_pairwise_mlp,0.3,0.15,unique_customer_count,独立顾客数,0.301997572183609,1.0,0.85,22.475000381469727,True
grip2_style_pairwise_mlp,0.3,0.15,buyer_state_diversity,买家州数量,0.11436896026134491,1.0,0.25,3.875,False
grip2_style_pairwise_mlp,0.3,0.15,dominant_customer_state_share,第一大买家州占比,0.07139794528484344,0.95,0.25,3.875,False
grip2_style_pairwise_mlp,0.3,0.15,interstate_ratio,跨州交易占比,0.007698231842368841,0.6,0.05,0.5166666507720947,False
grip2_style_pairwise_mlp,0.3,0.15,avg_distance_km,平均卖家-买家距离,-0.010962963104248047,0.5,0.05,0.7749999761581421,False
grip2_style_pairwise_mlp,0.3,0.15,seller_state_frequency,卖家所在州频率,0.102750264108181,0.85,0.4,8.524999618530273,False
grip2_style_pairwise_mlp,0.3,0.15,marketing_origin_frequency,营销来源频率,-0.04752373695373535,0.3,0.1,2.066666603088379,False
grip2_style_pairwise_mlp,0.3,0.15,has_marketing_deal,是否匹配营销成交线索,0.008279246278107166,0.7,0.15,2.5833332538604736,False
