method,group,J
xgb_orbit_student,7,0.4117647058823529
xgb_orbit_student,8,0.14285714285714285
xgb_orbit_student,9,0.5
xgb_orbit_student,10,0.2
xgb_orbit_student,11,0.2
xgb_orbit_student,12,0.5
xgb_orbit_student,13,0.3333333333333333
xgb_orbit_student,14,0.2
xgb_orbit_student,15,0.2631578947368421
xgb_orbit_student,16,0.2
xgb_orbit_student,17,0.2631578947368421
xgb_orbit_student,18,0.5
xgb_orbit_student,19,0.2631578947368421
xgb_orbit_student,20,0.5
xgb_orbit_student,21,0.2
xgb_orbit_student,22,0.2631578947368421
xgb_orbit_student,23,0.2
xgb_orbit_student,24,0.2631578947368421
xgb_orbit_student,25,0.2631578947368421
xgb_orbit_student,26,0.2
xgb_orbit_student,27,0.3333333333333333
xgb_orbit_student,28,0.4117647058823529
xgb_orbit_student,29,0.5
xgb_pfi,0,0.8461538461538461
xgb_pfi,1,0.7142857142857143
xgb_pfi,2,0.7142857142857143
xgb_pfi,3,0.7142857142857143
xgb_pfi,4,0.7142857142857143
xgb_pfi,5,0.6
xgb_pfi,6,0.6
xgb_pfi,7,0.7142857142857143
xgb_pfi,8,0.7142857142857143
xgb_pfi,9,0.7142857142857143
xgb_pfi,10,0.8461538461538461
xgb_pfi,11,0.7142857142857143
xgb_pfi,12,0.7142857142857143
xgb_pfi,13,0.7142857142857143
xgb_pfi,14,0.7142857142857143
xgb_pfi,15,0.6
xgb_pfi,16,0.6
xgb_pfi,17,0.7142857142857143
xgb_pfi,18,0.6
xgb_pfi,19,0.7142857142857143
xgb_pfi,20,0.7142857142857143
xgb_pfi,21,0.7142857142857143
xgb_pfi,22,0.7142857142857143
xgb_pfi,23,0.7142857142857143
xgb_pfi,24,0.7142857142857143
xgb_pfi,25,0.8461538461538461
xgb_pfi,26,0.7142857142857143
xgb_pfi,27,0.7142857142857143
xgb_pfi,28,0.7142857142857143
xgb_pfi,29,0.7142857142857143
xgb_shap,0,0.7142857142857143
xgb_shap,1,0.7142857142857143
xgb_shap,2,0.7142857142857143
xgb_shap,3,0.8461538461538461
xgb_shap,4,0.7142857142857143
xgb_shap,5,0.7142857142857143
xgb_shap,6,0.7142857142857143
xgb_shap,7,0.6
xgb_shap,8,0.7142857142857143
xgb_shap,9,0.7142857142857143
xgb_shap,10,0.6
xgb_shap,11,0.7142857142857143
xgb_shap,12,0.4117647058823529
xgb_shap,13,0.6
xgb_shap,14,0.5
xgb_shap,15,0.6
xgb_shap,16,0.6
xgb_shap,17,0.6
xgb_shap,18,0.6
xgb_shap,19,0.6
xgb_shap,20,0.6
xgb_shap,21,0.6
xgb_shap,22,0.7142857142857143
xgb_shap,23,0.7142857142857143
xgb_shap,24,0.7142857142857143
xgb_shap,25,0.6
xgb_shap,26,0.7142857142857143
xgb_shap,27,0.7142857142857143
xgb_shap,28,0.7142857142857143
xgb_shap,29,0.6
